target,proposal,src_id,ra,dec,peak_Jybeam,snr,sep_arcsec,on_target,all_off_target
NGC6334I,2022.1.00700.S,10,260.2299122604342,-35.75104027600061,0.0025901857297867,29.86406898498535,117.51667014118429,False,True
NGC6334I,2022.1.00700.S,11,260.22993560239144,-35.751000664429355,0.0022528092376887,25.974218368530277,117.66981623411328,False,True
NGC6334I,2022.1.00700.S,12,260.23026239965657,-35.75080604640228,0.0035436956677585,40.85775375366211,118.54570190510105,False,True
NGC6334I,2022.1.01399.S,1,260.2215554717858,-35.79145500648901,0.0137573918327689,26.971532821655277,30.261315394429463,False,False
NGC6334I,2022.1.01399.S,2,260.2127409670388,-35.79054200375172,0.0102902250364422,20.174110412597656,38.33952019512224,False,False
NGC6334I,2022.1.01399.S,3,260.2212475200147,-35.78426749975251,0.0800183564424514,156.876953125,4.985444030445151,True,False
NGC6334I,2022.1.01399.S,4,260.2226651310798,-35.784217524171005,0.0190454758703708,37.33888626098633,4.500177505236185,True,False
NGC6334I,2022.1.01399.S,5,260.22135538672,-35.78411750219412,0.0127727873623371,25.04120445251465,4.360378606273278,True,False
NGC6334I,2022.1.01399.S,6,260.22255727182795,-35.784092522896835,0.0162915308028459,31.939743041992188,3.9664184576320904,True,False
NGC6334I,2022.1.01399.S,7,260.2225264573697,-35.7839300225139,0.0165866371244192,32.51830291748047,3.388906159915055,True,False
NGC6334I,2022.1.01399.S,8,260.2216019566382,-35.78315500740627,0.0621626004576683,121.87052917480467,1.446845437262756,True,False
NGC6334I,2022.1.01399.S,9,260.22454499709977,-35.78309253087551,0.0132581042125821,25.992673873901367,7.1901252473097506,False,False
NGC6334I,2022.1.01399.S,10,260.22264974190955,-35.78309252398343,0.0395788103342056,77.59473419189453,1.6583078498624473,True,False
NGC6334I,2022.1.01399.S,11,260.2226959716511,-35.78285502450252,0.1344142705202102,263.52081298828125,1.9353765161317515,True,False
NGC6334I,2022.1.01399.S,12,260.22257270523056,-35.782755023069946,0.1890060752630233,370.5486755371094,1.8022202477388147,True,False
NGC6334I,2022.1.01399.S,13,260.22184850579066,-35.78273001211967,0.0111044757068157,21.770458221435547,1.3717017060320904,True,False
NGC6334I,2022.1.01399.S,14,260.2226035245106,-35.78263002343791,0.1551749110221862,304.2222900390625,2.1688687428367843,True,False
NGC6334I,2022.1.01399.S,15,260.2226343436937,-35.782505023797995,0.1122723668813705,220.111328125,2.5653819381694625,True,False
NGC6334I,2022.1.01399.S,16,260.223512630065,-35.78191753079343,0.017070623114705,33.4671630859375,5.860012193285288,False,False
NGC6334I,2022.1.01399.S,17,260.212773981565,-35.7750545064859,0.021860422566533,42.85762405395508,39.619952240306596,False,False
NGC6334I,2022.1.01399.S,18,260.21175715291787,-35.774829407350275,0.013328043743968,26.129791259765625,42.277612259623496,False,False
NGC6334I,2022.1.01399.S,19,260.1965352320794,-35.774326899870964,0.01336205098778,26.196462631225582,80.96525644424696,False,False
NGC6334I,2022.1.01399.S,20,260.19448730140823,-35.771138915737744,0.0123321786522865,24.177385330200195,91.30711457221875,False,False
NGC6334I,2024.1.01556.S,1,260.22125054051986,-35.78426643431301,0.103591114282608,20.97597312927246,4.977784014437266,True,False
NGC6334I,2024.1.01556.S,2,260.2226969029704,-35.7828619911802,0.1686013489961624,34.139774322509766,1.9284806567551944,True,False
NGC6334I,2024.1.01556.S,3,260.2225654161656,-35.782755325109875,0.2287424802780151,46.31764221191406,1.7847176989781355,True,False
NGC6334I,2024.1.01556.S,4,260.22260924400274,-35.782630880482515,0.1904649883508682,38.56690216064453,2.1784122893154523,True,False
NGC6334I,2024.1.01556.S,5,260.22264211450937,-35.78249754700153,0.1391438096761703,28.174972534179688,2.6005801090874536,True,False
NGC6334IN,2016.1.01036.S,1,260.22746381938066,-35.754826104381465,0.0097959106788039,17.93462562561035,8.772924406191162,False,True
NGC6334IN,2016.1.01036.S,2,260.2299611186706,-35.751092771642014,0.0083615034818649,15.308472633361816,8.471982269492727,False,True
NGC6334IN,2016.1.01147.S,1,260.22746383183727,-35.75482220839689,0.0473810024559497,106.28771209716795,8.758902638414742,False,False
NGC6334IN,2016.1.01147.S,2,260.22874229135255,-35.754534720972,0.0091167232021689,20.451141357421875,8.480440247078109,False,False
